scenario missing freq.st1 freq.st2 freq.st3 freq.st4 freq.st5 Theta.i20.Syn Theta.i20.NSyn Theta.i40.Syn Theta.i40.NSyn Theta.i60.Syn Theta.i60.NSyn Theta.i80.Syn Theta.i80.NSyn Theta.i100.Syn Theta.i100.NSyn Div.Syn Div.Nsyn
SLiM_03_sum.txt_boot_010.txt 0.5 0.1081 0.296 0.496 0.696 0.8879 6809.7523809526 9752.86666666674 7783.25238095247 9449.59285714282 8948.09047619049 10096.0130952381 9764.97857142857 11729.2392857142 10655.3523809524 13550.6214285714 134368 293684
SLiM_03_sum.txt_boot_010.txt 0.75 0.1168 0.2921 0.4921 0.6921 0.8753 6764.58333333337 9844.58333333334 7671.90000000006 9550.94999999996 8683.10000000003 9961.61666666667 9582.75000000001 11170.5 10687.25 13371.25 134823 294263
SLiM_03_sum.txt_boot_010.txt 0.9 0.1432 0.3065 0.4978 0.6891 0.8545 2726.5 3907.5 2887.33333333333 3600.5 3450.5 3787.33333333333 3538.16666666667 4278.33333333333 3892 4598.5 136610 296584
SLiM_03_sum.txt_boot_011.txt 0 0.1 0.29 0.49 0.69 0.89 6543.77777777688 9541.99999999965 7734.50000000016 9648.09999999968 8697.50000000003 10111.8999999996 10133.8999999997 12004.8999999998 10645.6999999997 13903.0999999999 135056 293623
SLiM_03_sum.txt_boot_011.txt 0.1 0.1045 0.2978 0.4977 0.6976 0.8932 6552.92460317422 9552.29563492046 7767.27142857132 9642.61428571409 8772.25277777768 10162.6797619046 10151.8615079364 11999.7392857141 10607.2809523809 13936.1999999998 135084 293665
SLiM_03_sum.txt_boot_011.txt 0.25 0.1054 0.2973 0.4973 0.6973 0.8919 6567.82460317441 9519.53373015866 7889.90238095236 9552.22698412704 8683.39047619045 10207.0333333333 10003.3896825397 12002.6055555556 10659.965079365 14063.5583333333 135127 293728
SLiM_03_sum.txt_boot_011.txt 0.5 0.1081 0.2959 0.4959 0.6959 0.8878 6637.4880952383 9588.23452380958 7754.53809523816 9495.17857142854 8707.05595238097 10364.2773809523 10032.0238095238 11694.7333333333 10595.5523809524 13931.9571428571 135286 293910
SLiM_03_sum.txt_boot_011.txt 0.75 0.117 0.2924 0.4923 0.6921 0.8753 6725.26666666668 9657.1 7558.35000000005 9322.8333333333 8550.15 10135.8666666667 9674.31666666667 11678.9833333334 10590.5833333333 13329.4166666666 135733 294527
SLiM_03_sum.txt_boot_011.txt 0.9 0.1431 0.3064 0.4976 0.6889 0.8545 2541.5 3701.83333333333 3001.33333333333 3612.16666666667 3302.33333333333 4077.33333333333 3610.5 4391.66666666667 4032 4741.5 137539 296798
SLiM_03_sum.txt_boot_012.txt 0 0.1 0.29 0.49 0.69 0.89 6782.11111111022 9694.66666666637 7993.80000000017 9587.59999999969 8741.59999999995 10058.6999999996 10144.3999999997 12263.3999999998 10623.6999999997 13612.0999999999 134689 293312
