scenario missing freq.st1 freq.st2 freq.st3 freq.st4 freq.st5 Theta.FuLi.Syn Theta.FuLi.Nsyn Theta.Watt.Syn Theta.Watt.Nsyn Theta.Taji.Syn Theta.Taji.Nsyn Theta.FayWu.Syn Theta.FayWu.Nsyn Theta.vhf.Syn Theta.vhf.Nsyn Div.Syn Div.Nsyn
SLiM_03_sum.txt 0 0.02 0.2188 0.34 0.66 0.86 6452 11539 7373.18285398074 10446.7191087668 7989.58938775513 10192.4595918356 9724.81877550925 11983.4179591826 10693.1611414793 13709.9590775078 134178 293772
SLiM_03_sum.txt 0.1 0.0222 0.2236 0.3407 0.6593 0.856 6435 11387 7386.47030889699 10420.5980027757 7984.60891790687 10197.5469877252 9713.43511130485 11984.7710713087 10573.2824848859 13887.397802166 134203 293794
SLiM_03_sum.txt 0.25 0.0268 0.2325 0.3423 0.6577 0.8485 6475 11201 7435.65698769261 10387.1988156605 7991.71822029211 10194.1579717038 9720.41188287269 11963.9251467452 10703.8363907656 13794.3223707763 134243 293859
SLiM_03_sum.txt 0.5 0.0406 0.2548 0.3469 0.6531 0.829 6483 10790 7517.97245040834 10331.4472041358 7983.0693968622 10211.533636916 9621.66369637458 11826.264969879 10402.5997966889 13340.9551382641 134419 294078
SLiM_03_sum.txt 0.75 0.0835 0.3021 0.3612 0.6388 0.7829 6642 10058 7645.28397008903 10205.4232800929 7924.41714484797 10188.7856944354 9337.9153382118 11476.0471245372 10074.9408706702 12505.1849506917 134939 294715
SLiM_03_sum.txt 0.9 0.2071 0.3825 0.4024 0.5976 0.6863 6900 9345 7614.48771520223 9784.56406872616 7686.2793650801 9783.22301864877 8488.70659340655 10554.3344905096 8859.19026453886 11026.0634605965 136730 296961
SLiM_03_sum.txt_boot_001.txt 0 0.02 0.2188 0.34 0.66 0.86 6414 11468 7350.1877036761 10364.784932439 7967.09877551024 10083.5844897949 9657.22775510107 11821.5175510194 10169.4706461371 13086.7611656016 133920 294289
SLiM_03_sum.txt_boot_001.txt 0.1 0.0223 0.2236 0.3408 0.6592 0.856 6352 11400 7360.24013180644 10342.6340622234 7968.54610611151 10080.2452350284 9659.49730265551 11809.5129851486 10268.3636627158 13159.0169658684 133935 294317
SLiM_03_sum.txt_boot_001.txt 0.25 0.0268 0.2325 0.3423 0.6577 0.8485 6365 11153 7399.77266616271 10295.0569490902 7961.86928283407 10093.9898402847 9643.19549650976 11757.3787027436 10207.4387079815 12804.2183777882 133994 294395
SLiM_03_sum.txt_boot_001.txt 0.5 0.0406 0.2548 0.3469 0.6531 0.829 6461 10568 7510.23055912455 10197.1450823836 7982.23414545633 10085.1298869113 9653.38588495442 11699.6719465257 10467.9769939482 13023.3686697859 134103 294563
SLiM_03_sum.txt_boot_001.txt 0.75 0.0836 0.3022 0.3612 0.6388 0.7828 6703 10023 7712.84042468523 10114.0981534382 7996.75351802794 10066.4504465214 9406.94891090403 11536.1589645842 10139.1636434894 12858.0989682277 134580 295133
SLiM_03_sum.txt_boot_001.txt 0.9 0.2084 0.383 0.4028 0.5972 0.6855 6994 9326 7723.62882953394 9748.33042695922 7821.82699522778 9744.41281218853 8575.2059496059 10512.6907176158 8858.46267550126 10994.1134427569 136372 297420
SLiM_03_sum.txt_boot_002.txt 0 0.02 0.2188 0.34 0.66 0.86 6485 11501 7386.80134105436 10398.2730154067 8002.45387755107 10141.0857142845 9692.48489795825 11834.5061224479 10626.0367613903 13487.2424745986 134526 294043
SLiM_03_sum.txt_boot_002.txt 0.1 0.0223 0.2236 0.3408 0.6592 0.856 6451 11330 7400.84296576886 10372.8162955956 8004.24568840662 10141.0003341078 9671.6999272613 11812.3154150723 10481.6715744154 13363.7865284544 134551 294076
SLiM_03_sum.txt_boot_002.txt 0.25 0.0268 0.2326 0.3423 0.6577 0.8484 6483 11182 7443.46528673892 10333.440515363 7997.77260292186 10133.8731530392 9674.78906786699 11792.0382985096 10675.1632652402 13231.9231864001 134597 294143
SLiM_03_sum.txt_boot_002.txt 0.5 0.0407 0.2548 0.3469 0.6531 0.8289 6540 10655 7531.05429907186 10248.1840454583 8005.98330041935 10128.2735868633 9599.5037529622 11651.1168605431 10441.4684887822 13008.3535390667 134757 294363
SLiM_03_sum.txt_boot_002.txt 0.75 0.0836 0.3022 0.3612 0.6388 0.7829 6653 10232 7693.89055096622 10208.2316942401 7971.56910913159 10155.4773681124 9368.70062503255 11362.7456413961 10127.6420855985 12156.98722126 135264 294959
SLiM_03_sum.txt_boot_002.txt 0.9 0.2058 0.3817 0.4019 0.5981 0.6873 6935 9491 7610.14314758147 9776.76985485156 7686.67627372701 9759.48948274017 8467.20072705073 10435.1081307582 8813.82245090447 10832.9278300959 137046 297204
SLiM_03_sum.txt_boot_003.txt 0 0.02 0.2188 0.34 0.66 0.86 6412 11548 7357.55508192904 10451.8539481552 7990.52408163268 10164.8808163254 9741.55755101946 11945.9355102031 10755.5783833477 13587.9378463897 133488 294450
SLiM_03_sum.txt_boot_003.txt 0.1 0.0223 0.2237 0.3408 0.6592 0.856 6436 11483 7378.51395218361 10432.1418060249 7993.34353857639 10162.0830109736 9731.18811294099 11927.0458210816 10651.8483917238 13610.6760274635 133516 294484
SLiM_03_sum.txt_boot_003.txt 0.25 0.0268 0.2325 0.3423 0.6577 0.8485 6363 11266 7404.95001248835 10393.7360085734 7992.22123839138 10170.9990514806 9731.41204673385 11912.8746046972 10727.96577709 13468.3607211641 133558 294543
SLiM_03_sum.txt_boot_003.txt 0.5 0.0407 0.2549 0.3469 0.6531 0.8289 6398 10771 7501.77187980299 10296.4474673907 7978.56164005187 10157.4157274068 9673.95798226896 11773.5684189576 10783.0052963217 13033.7729447356 133710 294756
SLiM_03_sum.txt_boot_003.txt 0.75 0.0836 0.3022 0.3612 0.6388 0.7828 6634 10045 7722.90540286646 10198.8352880183 8019.93637458516 10182.1151548013 9459.25966305696 11528.8544235494 10214.6558106732 12437.6099514937 134211 295386
SLiM_03_sum.txt_boot_003.txt 0.9 0.2074 0.3825 0.4025 0.5975 0.6862 6952 9566 7695.89643586134 9796.67426201775 7770.20631590707 9791.74405039476 8617.09161394157 10411.5032079032 9039.28774992854 10730.9710862222 136001 297653
SLiM_03_sum.txt_boot_004.txt 0 0.02 0.2188 0.34 0.66 0.86 6492 11472 7341.7040559909 10428.1890361913 7931.42530612248 10194.1648979581 9629.63591836646 12160.6106122438 10757.839820386 14195.8921500117 133771 293326
SLiM_03_sum.txt_boot_004.txt 0.1 0.0223 0.2237 0.3408 0.6592 0.8559 6477 11379 7357.85087421965 10405.6262396463 7927.00480231903 10192.4407202355 9604.34282372321 12143.5258913633 10599.9367407041 14139.947792259 133801 293360
SLiM_03_sum.txt_boot_004.txt 0.25 0.0268 0.2326 0.3423 0.6577 0.8485 6351 10968 7374.57228629579 10354.0461194358 7921.67137177926 10193.9296789556 9605.46009386772 12105.2581664687 10864.8885730146 13952.1659706265 133846 293429
