scenario missing freq.st1 freq.st2 freq.st3 freq.st4 freq.st5 Theta.FuLi.Syn Theta.FuLi.Nsyn Theta.Watt.Syn Theta.Watt.Nsyn Theta.Taji.Syn Theta.Taji.Nsyn Theta.FayWu.Syn Theta.FayWu.Nsyn Theta.vhf.Syn Theta.vhf.Nsyn Div.Syn Div.Nsyn
SLiM_0_sum.txt_boot_005.txt 0.5 0.0406 0.2547 0.3469 0.6531 0.829 26252 52529 26297.9024908337 52550.4769668911 26295.2459367639 52674.1309124935 26323.5410509734 52269.2880176502 26380.7589470024 51490.6040998303 117777 235919
SLiM_0_sum.txt_boot_005.txt 0.75 0.0834 0.302 0.3611 0.6389 0.7831 26107 52775 26280.0648086473 52607.4442313922 26319.521653537 52672.0025859781 26321.1273836885 52380.5812396517 26304.3753660909 51992.004904755 118960 238224
SLiM_0_sum.txt_boot_005.txt 0.9 0.2071 0.3823 0.4024 0.5976 0.6864 25601 50772 25632.8778148892 50758.7368104647 25624.9621022751 50739.3213758342 25737.6936974792 50762.0856726581 25769.629002741 50760.8479628848 123865 248030
SLiM_0_sum.txt_boot_006.txt 0 0.02 0.2188 0.34 0.66 0.86 26422 52710 26516.9803633444 52606.8760422046 26621.5248979572 52684.195918389 26712.515918372 52378.8244897917 26807.4860396954 51922.9564895609 117555 235033
SLiM_0_sum.txt_boot_006.txt 0.1 0.0223 0.2236 0.3408 0.6592 0.856 26368 52712 26497.6596147707 52595.8461316292 26621.1415081451 52678.8589671248 26686.5687522281 52419.5405147451 26575.6156906241 52008.201071768 117632 235134
SLiM_0_sum.txt_boot_006.txt 0.25 0.0268 0.2326 0.3423 0.6577 0.8485 26425 52465 26490.6063975364 52567.6950785021 26602.2902593108 52667.5416684589 26720.2735845449 52380.6319103495 26812.0718379388 51886.311645222 117730 235386
SLiM_0_sum.txt_boot_006.txt 0.5 0.0406 0.2547 0.3469 0.6531 0.829 26369 52269 26492.1732632535 52596.3601005897 26610.1572099596 52703.4154733371 26700.1763594838 52485.2256312747 26745.9392990697 52665.3358465818 118108 236082
SLiM_0_sum.txt_boot_006.txt 0.75 0.0833 0.3019 0.3611 0.6389 0.7832 26450 52456 26586.9501482331 52604.7147765368 26654.1005510759 52659.6136839695 26641.2178019883 52383.8913721135 26533.7614056149 52231.0718153128 119334 238531
SLiM_0_sum.txt_boot_006.txt 0.9 0.2062 0.3819 0.4021 0.5979 0.687 25507 50958 25555.3868110688 50871.8340074407 25561.8124935504 50833.294053157 25581.3354917958 50770.438209011 25587.8998312501 50858.5811926523 124318 248287
SLiM_0_sum.txt_boot_007.txt 0 0.02 0.2188 0.34 0.66 0.86 25924 52469 26310.9170261493 52544.5882078835 26495.3510204065 52618.9273469619 26465.6693877601 52603.0318367304 25955.3369225217 52525.3102915538 117438 234954
SLiM_0_sum.txt_boot_007.txt 0.1 0.0223 0.2237 0.3408 0.6592 0.856 25926 52496 26305.6896577413 52534.7907945936 26491.0110487671 52618.011785514 26456.231621758 52643.4558919734 26067.0492525558 52753.3827189721 117494 235059
SLiM_0_sum.txt_boot_007.txt 0.25 0.0268 0.2325 0.3423 0.6577 0.8485 25927 52543 26300.1301874692 52569.8928852377 26473.9305955977 52624.4809082511 26502.0786596609 52666.8685843395 26061.8141438431 52438.0115714835 117613 235282
SLiM_0_sum.txt_boot_007.txt 0.5 0.0406 0.2547 0.3469 0.6531 0.829 26204 52357 26364.6879766152 52535.0181489133 26482.1805672994 52590.692371595 26435.4033936056 52755.8335007563 26151.9107643609 53021.8745769491 117994 236015
SLiM_0_sum.txt_boot_007.txt 0.75 0.0835 0.3021 0.3612 0.6388 0.783 26140 52607 26374.5536354718 52650.2764816734 26445.2276859431 52690.0733198404 26560.1018392439 52636.199554868 26569.9382442137 52384.8445436048 119154 238403
SLiM_0_sum.txt_boot_007.txt 0.9 0.2067 0.3821 0.4022 0.5978 0.6867 25591 50781 25635.2059035486 50789.8230415915 25638.1445321002 50768.5908591288 25714.9131296808 50951.0172272144 25714.6734926283 51108.4679175623 124043 248335
SLiM_0_sum.txt_boot_008.txt 0 0.02 0.2188 0.34 0.66 0.86 26625 53058 26358.0235961907 52593.4808090173 26404.2073469368 52435.0318367581 26301.8334693927 52465.3763265265 25371.4450018877 51844.7854061589 116926 234919
SLiM_0_sum.txt_boot_008.txt 0.1 0.0223 0.2237 0.3408 0.6592 0.8559 26518 53195 26347.4581650382 52613.4920396759 26404.3941393287 52451.3644284914 26317.7577603341 52502.0482285712 25451.6798620946 52150.156724886 116975 235023
SLiM_0_sum.txt_boot_008.txt 0.25 0.0268 0.2326 0.3423 0.6577 0.8485 26516 52971 26339.975043458 52564.5012433951 26400.2574555691 52407.4183115542 26389.9171245095 52484.3240185505 25762.4527840294 52155.7447717441 117078 235275
SLiM_0_sum.txt_boot_008.txt 0.5 0.0406 0.2548 0.3469 0.6531 0.829 26319 52522 26329.1006592173 52474.8555655578 26365.5864012322 52423.1372805824 26438.6756333822 52482.8619469128 26144.0288044162 52378.6321483877 117413 236023
SLiM_0_sum.txt_boot_008.txt 0.75 0.0834 0.302 0.3611 0.6389 0.7831 26352 52739 26398.6985531408 52485.2785476663 26443.3303210467 52354.0296631416 26319.3175872549 52652.4152508283 25916.6066042232 53089.5543895769 118624 238258
SLiM_0_sum.txt_boot_008.txt 0.9 0.2071 0.3824 0.4024 0.5976 0.6864 25434 50209 25563.6677577712 50446.6390651773 25606.7945804177 50453.4184087034 25585.5873987125 50818.9523566282 25464.0065382234 51038.4660314485 123585 248077
SLiM_0_sum.txt_boot_009.txt 0 0.02 0.2188 0.34 0.66 0.86 26317 52736 26410.7115133933 52585.6669229914 26530.1077551004 52725.7926530838 26397.8106122496 52370.2889795865 26008.8435987411 51135.8092868673 117012 235125
SLiM_0_sum.txt_boot_009.txt 0.1 0.0223 0.2237 0.3408 0.6592 0.856 26424 52576 26419.9241860402 52564.5955727531 26524.0037915265 52716.8792896896 26398.0852402044 52332.7115246252 26045.4438085968 50795.6165467233 117067 235261
SLiM_0_sum.txt_boot_009.txt 0.25 0.0268 0.2326 0.3423 0.6577 0.8485 26480 52832 26453.5801416258 52637.5006703574 26527.0452465688 52733.2228238355 26448.9807947868 52468.6444308 26217.1473502953 51861.3864460446 117177 235422
SLiM_0_sum.txt_boot_009.txt 0.5 0.0406 0.2547 0.3469 0.6531 0.829 26133 52658 26405.9116230128 52594.2341758144 26517.7097457021 52720.3195941015 26460.6126390813 52517.3391892125 26315.0252873858 51921.9604438291 117552 236156
SLiM_0_sum.txt_boot_009.txt 0.75 0.0835 0.3021 0.3612 0.6388 0.7829 26493 52622 26532.2290836101 52710.0230939826 26542.1447460842 52766.5670888403 26515.3857007514 52560.0584755606 26685.5201693698 52097.238716202 118704 238476
SLiM_0_sum.txt_boot_009.txt 0.9 0.2063 0.382 0.4021 0.5979 0.6869 25782 51097 25582.0946671468 51153.2183950137 25556.2128296523 51143.9279192909 25511.4111602453 51287.7834915056 25491.8151161882 51371.4713032111 123737 248328
SLiM_0_sum.txt_boot_010.txt 0 0.02 0.2188 0.34 0.66 0.86 26308 52592 26282.3405286835 52723.4145709344 26310.386938774 52853.2416326751 26205.5314285761 52775.7787755053 26532.6551204953 51921.4208411755 117729 234208
SLiM_0_sum.txt_boot_010.txt 0.1 0.0223 0.2237 0.3408 0.6592 0.856 26349 52608 26271.8480294487 52706.0044560592 26305.0230550801 52848.0483302721 26174.9903283597 52740.1501012804 26300.5113255462 51618.2276442021 117803 234347
SLiM_0_sum.txt_boot_010.txt 0.25 0.0268 0.2325 0.3423 0.6577 0.8485 26195 52729 26271.1561665006 52737.5074008377 26311.5007707468 52848.5399386066 26170.5589004952 52801.7105994891 26277.6812012736 51922.7651591954 117922 234560
SLiM_0_sum.txt_boot_010.txt 0.5 0.0406 0.2548 0.3469 0.6531 0.829 26276 52589 26288.1722565252 52752.9945231751 26279.4638604403 52842.6806160396 26182.1307103208 52841.9598781943 26311.0616574324 52516.4741205197 118278 235274
SLiM_0_sum.txt_boot_010.txt 0.75 0.0834 0.302 0.3611 0.6389 0.7831 26179 52922 26275.62065978 52804.4163826116 26301.8077322306 52787.428292723 26215.6795680455 52918.8321854047 26221.1132651443 52969.3948137408 119461 237550
SLiM_0_sum.txt_boot_010.txt 0.9 0.2064 0.382 0.4021 0.5979 0.6869 25430 51199 25435.9759867684 51080.2412803572 25443.8733444642 51090.0931013309 25302.7532730345 50947.7356421332 25232.677114849 50852.0968841217 124384 247578
SLiM_0_sum.txt_boot_011.txt 0 0.02 0.2188 0.34 0.66 0.86 26462 52452 26420.7579382836 52570.4856587124 26477.1591836717 52735.4220408379 26799.9836734741 52411.026938771 26798.8937203862 51137.9836626859 117822 234839
SLiM_0_sum.txt_boot_011.txt 0.1 0.0223 0.2237 0.3408 0.6592 0.8559 26426 52614 26403.3979865998 52591.7998470861 26475.5087546357 52733.1051109555 26798.7180440836 52431.9513799188 26872.0390398877 51307.0636228313 117882 234942
SLiM_0_sum.txt_boot_011.txt 0.25 0.0268 0.2325 0.3423 0.6577 0.8485 26359 52659 26417.7332042336 52611.5982543244 26477.1629892188 52732.6551867615 26762.739654662 52502.4453943567 26824.3591649957 51404.9990450695 118014 235155
SLiM_0_sum.txt_boot_011.txt 0.5 0.0406 0.2548 0.3469 0.6531 0.829 26397 52404 26431.7745248237 52548.3790111397 26468.4564435765 52718.9944825718 26680.9396289829 52582.2642308366 26592.0780162269 51832.8402041566 118416 235864
SLiM_0_sum.txt_boot_011.txt 0.75 0.0834 0.302 0.3611 0.6389 0.783 26351 52460 26442.5426628884 52716.6760747772 26460.3220779743 52765.5836294305 26813.3233219566 52832.8612002595 27096.7795114046 52706.0434906825 119566 238085
SLiM_0_sum.txt_boot_011.txt 0.9 0.206 0.3818 0.402 0.598 0.6872 25074 50919 25342.1596723915 50900.7094292556 25384.9981897171 50921.0563810253 25593.9158934205 50708.6404113832 25658.8132973389 50585.1560827063 124727 248051
SLiM_0_sum.txt_boot_012.txt 0 0.02 0.2188 0.34 0.66 0.86 26637 52439 26393.9674719094 52639.4711096271 26371.1853061207 52816.864489818 26673.5493877602 52453.4620408112 26765.0320832771 51112.5029015093 117178 234484
SLiM_0_sum.txt_boot_012.txt 0.1 0.0223 0.2237 0.3408 0.6592 0.8559 26524 52452 26389.6365946825 52641.6527141032 26375.3537381809 52812.4432611894 26687.9314401356 52482.4033311144 26829.2609206572 51338.3092260382 117241 234593
SLiM_0_sum.txt_boot_012.txt 0.25 0.0268 0.2325 0.3423 0.6577 0.8485 26503 52573 26371.4967961558 52661.6618598167 26371.1719704246 52826.1076005044 26694.0519898671 52484.3106464633 26916.5536379509 51195.7964159846 117359 234849
SLiM_0_sum.txt_boot_012.txt 0.5 0.0406 0.2548 0.3469 0.6531 0.829 26332 52384 26349.6904757136 52664.7461353992 26364.5462449828 52805.7629171249 26712.4977954276 52523.2355359306 27099.0833758999 51421.0358120599 117713 235511
SLiM_0_sum.txt_boot_012.txt 0.75 0.0836 0.3021 0.3612 0.6388 0.7829 26391 52495 26377.1640301397 52735.0186095464 26372.0831887452 52820.6603927281 26574.0604421448 52801.728952249 26681.822222442 52492.8844742245 118960 237829
SLiM_0_sum.txt_boot_012.txt 0.9 0.2065 0.3821 0.4022 0.5978 0.6868 25470 51080 25435.2116435095 51016.2240237059 25440.3436091669 50994.7423638329 25456.7835248087 51024.7020306468 25504.6932481902 51051.4613124496 123942 247811
SLiM_0_sum.txt_boot_013.txt 0 0.02 0.2188 0.34 0.66 0.86 26635 52442 26450.2274512953 52482.7468813354 26440.8710204066 52692.7542857373 26168.8840816376 52541.9395918311 25942.0822437424 51408.9527349383 117296 235784
SLiM_0_sum.txt_boot_013.txt 0.1 0.0223 0.2237 0.3408 0.6592 0.856 26614 52332 26440.5866410541 52477.9832391001 26434.7041107797 52687.7792306499 26169.7416151247 52559.963017048 25944.6000327879 51295.2373824749 117356 235902
SLiM_0_sum.txt_boot_013.txt 0.25 0.0268 0.2326 0.3423 0.6577 0.8485 26620 52338 26433.6948884541 52499.6293824593 26424.8531482624 52704.204343947 26216.7233597753 52580.0745973739 26132.9096666362 51530.5009525324 117457 236125
SLiM_0_sum.txt_boot_013.txt 0.5 0.0406 0.2548 0.3469 0.6531 0.829 26431 52475 26442.2077732726 52576.3261701037 26443.9962233158 52714.0327849858 26222.1598786143 52701.5533108232 25953.7969116998 52107.8603817217 117819 236827
SLiM_0_sum.txt_boot_013.txt 0.75 0.0833 0.3019 0.3611 0.6389 0.7832 26364 52400 26460.276279382 52684.3094087441 26474.5603208895 52782.759344353 26395.4285856949 52821.7129183001 26277.9329933169 52548.402059183 118914 239109
SLiM_0_sum.txt_boot_013.txt 0.9 0.2062 0.382 0.4021 0.5979 0.687 25654 50823 25623.2061177659 51078.7008818972 25617.9698468178 51105.3042152178 25562.767843268 51361.6000416222 25568.9679802767 51472.5411780278 123889 248865
SLiM_0_sum.txt_boot_014.txt 0 0.02 0.2188 0.34 0.66 0.86 26543 52462 26443.0833269288 52556.4206638657 26501.3951020391 52718.0938775733 26501.1763265353 52399.6612244857 26259.1634387458 51503.0722831845 117282 235175
SLiM_0_sum.txt_boot_014.txt 0.1 0.0223 0.2237 0.3408 0.6592 0.8559 26548 52348 26455.7194194274 52539.0543401159 26502.0688788431 52712.7578815252 26511.6873449478 52419.9668078075 26334.5816158111 51500.1041027823 117338 235288
SLiM_0_sum.txt_boot_014.txt 0.25 0.0268 0.2326 0.3423 0.6577 0.8485 26473 52634 26450.4755281645 52592.1213513747 26506.2835636584 52717.9278393374 26474.8007015078 52462.1360906657 26324.8200211727 51876.9976140454 117473 235479
SLiM_0_sum.txt_boot_014.txt 0.5 0.0406 0.2547 0.3469 0.6531 0.829 26175 52432 26393.6351119514 52634.8893117769 26488.6475797354 52740.5857595519 26490.4870848875 52461.6627994505 26431.9959898339 51833.304456318 117832 236228
SLiM_0_sum.txt_boot_014.txt 0.75 0.0835 0.3021 0.3612 0.6388 0.783 26435 52265 26461.6440076055 52548.3128864416 26506.537889417 52677.370427689 26413.7187481837 52343.3371898429 26201.0554137607 51768.1169127883 119024 238626
SLiM_0_sum.txt_boot_014.txt 0.9 0.2067 0.3821 0.4022 0.5978 0.6867 25563 50774 25663.0153296606 50918.1075987317 25650.840931289 50929.7470695851 25907.4732933736 51209.6939948914 25993.82630154 51346.9411768946 123911 248211
SLiM_0_sum.txt_boot_015.txt 0 0.02 0.2188 0.34 0.66 0.86 26390 52326 26406.0231817778 52643.9361873562 26527.4718367333 52944.8930612468 26430.6914285762 52632.5763265264 25759.6444754857 50791.0917495747 116696 235249
SLiM_0_sum.txt_boot_015.txt 0.1 0.0223 0.2237 0.3408 0.6592 0.856 26354 52365 26402.7132161567 52651.8256957246 26531.7016144364 52940.8842465686 26422.6524132076 52629.9814636825 25773.7839491306 50687.4536784913 116758 235371
SLiM_0_sum.txt_boot_015.txt 0.25 0.0268 0.2326 0.3423 0.6577 0.8485 26171 52249 26408.3584827454 52640.7329641616 26527.0327040281 52922.0741624866 26436.3814145468 52744.9044898302 25880.715574893 51324.3613570366 116871 235565
SLiM_0_sum.txt_boot_015.txt 0.5 0.0406 0.2548 0.3469 0.6531 0.829 26268 52409 26403.3357732434 52723.4739322137 26528.6114749544 52900.0640622296 26447.5074878351 52803.4506276431 25815.9943874762 51748.3786767079 117233 236268
SLiM_0_sum.txt_boot_015.txt 0.75 0.0834 0.302 0.3611 0.6389 0.7831 26264 52304 26454.2619196022 52730.0465200402 26506.2120730533 52880.772605645 26682.2885845851 52805.8363198309 26759.090408607 52292.838893729 118345 238585
SLiM_0_sum.txt_boot_015.txt 0.9 0.2067 0.3821 0.4022 0.5978 0.6867 25314 51143 25422.2096466542 51226.6253720179 25411.4409312892 51237.0361166492 25599.9774780777 51267.2244616466 25748.4381170198 51210.911528623 123409 248551
SLiM_0_sum.txt_boot_016.txt 0 0.02 0.2188 0.34 0.66 0.86 26213 52495 26374.7676376746 52680.7730786214 26546.9420408149 52755.9395918585 26453.7110204127 52392.4685714239 26097.8156447082 52154.6072234509 117066 235078
SLiM_0_sum.txt_boot_016.txt 0.1 0.0223 0.2236 0.3408 0.6592 0.856 26219 52609 26371.2188309162 52699.6843772676 26544.519351033 52759.4733760456 26462.8232290091 52364.7778127187 25993.1845560282 51871.535488667 117123 235199
SLiM_0_sum.txt_boot_016.txt 0.25 0.0268 0.2326 0.3423 0.6577 0.8485 26372 52314 26400.3467113241 52654.4632452119 26550.3647897038 52751.7045460639 26443.8079589705 52420.8788592194 25919.3416919112 52152.6940258846 117262 235414
SLiM_0_sum.txt_boot_016.txt 0.5 0.0406 0.2547 0.3469 0.6531 0.829 26079 52334 26425.5493205205 52658.3960190304 26558.6138306921 52753.8560290058 26541.8502016835 52396.9851915446 26401.3407118537 51916.4855707489 117578 236186
SLiM_0_sum.txt_boot_016.txt 0.75 0.0834 0.302 0.3611 0.6389 0.7831 26421 52092 26451.9271068929 52584.0877237579 26497.2921076383 52697.2197722268 26495.8514469951 52487.0300935265 26362.6599108937 52422.661209992 118768 238509
SLiM_0_sum.txt_boot_016.txt 0.9 0.2075 0.3826 0.4025 0.5975 0.6861 25739 50936 25737.7859435223 51018.4992275127 25752.370906869 51035.5960206332 25679.3978021981 50897.876190474 25554.1064465925 50857.5689268391 123780 248314
SLiM_0_sum.txt_boot_017.txt 0 0.02 0.2188 0.34 0.66 0.86 26212 52481 26396.8697724333 52452.8308605503 26552.127346937 52576.5518367577 26607.3012244946 52473.1624489752 26166.5531712238 51871.3390350314 117069 234700
SLiM_0_sum.txt_boot_017.txt 0.1 0.0223 0.2236 0.3408 0.6592 0.856 26204 52403 26405.607193236 52448.3622962412 26560.614542265 52586.3266720306 26625.9576731886 52505.8702017253 26305.0855240723 51872.6669812259 117122 234813
SLiM_0_sum.txt_boot_017.txt 0.25 0.0268 0.2326 0.3423 0.6577 0.8484 26354 52368 26444.4101278101 52469.4941191362 26572.8628754171 52602.8549666769 26644.3964666291 52493.258087312 26399.1816467375 51976.78496953 117231 235055
SLiM_0_sum.txt_boot_017.txt 0.5 0.0406 0.2547 0.3469 0.6531 0.8291 26278 52394 26402.4331951144 52466.6228938848 26515.0804472007 52557.5605505675 26646.8886860262 52440.4099581478 26475.5729773828 51871.0185214541 117611 235784
SLiM_0_sum.txt_boot_017.txt 0.75 0.0834 0.302 0.3611 0.6389 0.783 26432 52280 26524.3669050052 52551.0284103358 26584.8631768574 52624.458776262 26667.1710553077 52764.0304260233 26677.929146641 52996.0532026416 118760 238076
SLiM_0_sum.txt_boot_017.txt 0.9 0.2061 0.3819 0.402 0.598 0.6871 25552 50777 25611.258857194 50647.417733559 25617.9456182688 50687.0352175482 25791.6819763573 50440.789685313 25860.4461391769 50252.5019338624 123884 247919
SLiM_0_sum.txt_boot_018.txt 0 0.02 0.2188 0.34 0.66 0.86 26767 52750 26442.6368191559 52600.4016794974 26351.3012244879 52634.7085714517 26333.6783673517 52550.5975510159 26241.0363665873 52053.9774122128 116692 235185
SLiM_0_sum.txt_boot_018.txt 0.1 0.0223 0.2236 0.3408 0.6592 0.856 26609 52827 26409.5612863188 52616.1354158238 26356.6778181427 52627.712763611 26353.8925717361 52519.1977034903 26225.0905746793 51910.4900262795 116746 235309
