scenario missing freq.st1 freq.st2 freq.st3 freq.st4 freq.st5 Theta.FuLi.Syn Theta.FuLi.Nsyn Theta.Watt.Syn Theta.Watt.Nsyn Theta.Taji.Syn Theta.Taji.Nsyn Theta.FayWu.Syn Theta.FayWu.Nsyn Theta.vhf.Syn Theta.vhf.Nsyn Div.Syn Div.Nsyn
SLiM_04_sum.txt_boot_013.txt 0.9 0.2048 0.3812 0.4016 0.5984 0.688 35691 43303 30235.0052870812 37305.4982044085 29366.9604256829 36157.3878371618 25445.5487984246 33219.7504911761 24309.5934730196 33159.5019477106 121312 285245
SLiM_04_sum.txt_boot_014.txt 0 0.02 0.2188 0.34 0.66 0.86 53669 76979 38639.6663977759 49993.6893012431 30518.8400000039 37465.5404081733 24486.5885714312 36780.9493877551 23955.093637205 49879.1129584381 114762 275044
SLiM_04_sum.txt_boot_014.txt 0.1 0.0223 0.2237 0.3408 0.6592 0.856 53361 75405 38312.6853008682 49339.9155120159 30539.1565128028 37472.9176441758 24498.8083011866 36657.3252798166 23809.5076228299 49039.4507197988 114811 275191
SLiM_04_sum.txt_boot_014.txt 0.25 0.0268 0.2325 0.3423 0.6577 0.8485 52223 72975 37649.4295805056 48248.7941079304 30522.4684246088 37474.492354207 24505.785649352 36412.3866827777 23744.5086669551 47425.8734837298 114942 275471
SLiM_04_sum.txt_boot_014.txt 0.5 0.0405 0.2546 0.3468 0.6532 0.8291 50155 67115 36223.7567940904 45832.5267332738 30496.9018385813 37457.1260968424 24670.2110015526 35829.4471497645 23896.1990736757 44087.1404920392 115242 276259
SLiM_04_sum.txt_boot_014.txt 0.75 0.083 0.3017 0.361 0.639 0.7834 44418 56432 33746.9574516697 42119.0087961853 30511.450844214 37493.5926808443 25066.7371845684 34699.3053079392 24014.7769134316 38111.4844512681 116280 278451
SLiM_04_sum.txt_boot_014.txt 0.9 0.2049 0.3812 0.4016 0.5984 0.6879 35581 43185 30304.9914153199 37285.663162391 29475.465453988 36171.1636197123 25669.8296786555 33187.40917971 24552.5272149011 33030.1159570469 121405 285704
SLiM_04_sum.txt_boot_015.txt 0 0.02 0.2188 0.34 0.66 0.86 53968 76870 38650.6058382123 49912.4248865733 30491.9632653106 37349.5346938867 24162.2816326559 36660.9959183682 23251.4473479869 51623.06855618 114959 274737
SLiM_04_sum.txt_boot_015.txt 0.1 0.0223 0.2236 0.3408 0.6592 0.856 53553 75222 38292.3933610155 49252.012622199 30484.8641960308 37362.7650667603 24179.1576604483 36463.1295116068 23468.6558475848 50025.8985991836 115006 274913
SLiM_04_sum.txt_boot_015.txt 0.25 0.0268 0.2325 0.3423 0.6577 0.8485 52536 72726 37672.2352307801 48101.943528989 30490.7781336023 37312.1542953317 24217.5438393255 36241.2163051976 23411.0094311183 48710.6327975876 115121 275210
