scenario missing freq.st1 freq.st2 freq.st3 freq.st4 freq.st5 Theta.i20.Syn Theta.i20.NSyn Theta.i40.Syn Theta.i40.NSyn Theta.i60.Syn Theta.i60.NSyn Theta.i80.Syn Theta.i80.NSyn Theta.i100.Syn Theta.i100.NSyn Div.Syn Div.Nsyn
SLiM_07_sum.txt_boot_004.txt 0.25 0.1054 0.2974 0.4973 0.6973 0.8919 22600.1801587304 31331.9626984067 21908.8880952378 29536.2186507924 21076.7051587303 33033.8206349203 21925.3801587302 43073.5932539676 21139.0531746034 72416.4261904736 120258 662674
SLiM_07_sum.txt_boot_004.txt 0.5 0.1081 0.2959 0.4959 0.6959 0.8878 22537.5595238068 31458.6428571393 21806.099999999 29489.5869047604 21322.8071428568 33065.872619047 21423.6226190474 43153.3071428573 21435.1357142856 68997.4880952379 120582 663943
SLiM_07_sum.txt_boot_004.txt 0.75 0.1167 0.292 0.492 0.6919 0.8753 22490.5333333336 31718.0666666675 21697.3833333337 29694.5000000008 21148.0499999999 32753.5999999999 21824.95 41478.7666666667 20558 61262.4166666662 121565 667434
SLiM_07_sum.txt_boot_004.txt 0.9 0.1433 0.3064 0.4977 0.6889 0.8544 8847.33333333333 12108.5 8375.16666666667 11522.6666666667 8215.16666666667 12799.3333333333 8402.83333333333 15894.3333333333 8182 20164 125620 676624
SLiM_07_sum.txt_boot_005.txt 0 0.1 0.29 0.49 0.69 0.89 22521.2222222232 30906.6666666939 21743.6000000011 29499.799999998 21246.9000000011 32492.5999999987 21540.7000000008 42299.3000000053 21164.0000000006 74779.49999999 119887 661099
SLiM_07_sum.txt_boot_005.txt 0.1 0.1045 0.2978 0.4977 0.6976 0.8932 22456.3769841281 30820.1071428684 21711.6654761918 29524.0440476234 21178.9003968257 32736.5976190497 21409.5658730161 42995.2119047652 21345.6960317459 75006.4876984143 119936 661335
SLiM_07_sum.txt_boot_005.txt 0.25 0.1054 0.2973 0.4973 0.6973 0.892 22479.005555556 30897.8071428513 21656.8579365076 29652.087301586 21391.5880952382 32668.8170634917 21394.8837301588 42884.1492063484 21350.1630952382 73717.2575396799 120029 661789
SLiM_07_sum.txt_boot_005.txt 0.5 0.1081 0.296 0.496 0.696 0.8878 22527.978571426 31110.4642857106 21656.8238095228 29604.9369047603 21233.0273809521 32743.9952380948 21158.7785714283 42256.9476190478 21702.1142857142 70957.9797619046 120308 663086
SLiM_07_sum.txt_boot_005.txt 0.75 0.1168 0.2921 0.4919 0.6918 0.8752 22211.6666666668 31091.4333333343 21669.7166666671 29541.1666666673 20979.7333333332 32580.4999999999 20968.9166666667 41174.9833333333 21457.1166666667 63112.8499999995 121294 666546
SLiM_07_sum.txt_boot_005.txt 0.9 0.1434 0.3068 0.4977 0.6887 0.8544 8548.5 11960.5 8540.83333333334 11567.5 8054.5 12591.6666666667 7976.66666666667 15713 8494 20895.5 125420 676021
SLiM_07_sum.txt_boot_006.txt 0 0.1 0.29 0.49 0.69 0.89 22514.6666666677 31144.2222222497 21922.6000000012 29444.899999998 21522.0000000011 32691.8999999991 21994.3000000006 42063.800000005 21367.3000000005 75634.8999999884 119993 662267
SLiM_07_sum.txt_boot_006.txt 0.1 0.1045 0.2978 0.4977 0.6976 0.8932 22452.172619049 31127.8432539795 21916.0357142871 29452.592857147 21400.410714286 32900.3214285732 22168.9571428574 42755.0829365115 21344.5603174601 75852.0503968271 120037 662510
SLiM_07_sum.txt_boot_006.txt 0.25 0.1053 0.2973 0.4973 0.6973 0.892 22488.583730159 31160.2702380895 21708.8107142854 29587.1738095225 21590.2162698413 32840.6337301584 22291.6690476191 42672.2194444439 21301.9206349208 74626.1722222189 120126 662975
SLiM_07_sum.txt_boot_006.txt 0.5 0.1081 0.2959 0.4959 0.6959 0.8878 22526.6892857117 31327.8357142818 21780.6488095227 29566.702380951 21611.458333333 32476.3988095232 21787.4047619046 43026.7047619052 21688.0404761904 70734.0833333335 120432 664341
SLiM_07_sum.txt_boot_006.txt 0.75 0.1167 0.292 0.492 0.692 0.8752 22482.5333333335 31349.3333333341 21526.5500000004 29666.5500000007 21671.4999999999 32460.9833333333 21714.3499999999 41465.1500000001 21592.8500000001 63135.4833333327 121400 667828
SLiM_07_sum.txt_boot_006.txt 0.9 0.1432 0.3064 0.4977 0.689 0.8545 8465 12128 8421.33333333333 11507.6666666667 8228.33333333333 12822.1666666667 8382.33333333333 15950.1666666667 8651 20944.5 125565 677198
SLiM_07_sum.txt_boot_007.txt 0 0.1 0.29 0.49 0.69 0.89 22347.6666666678 30947.7777778052 21741.7000000012 29742.2999999978 21210.6000000011 32930.2999999988 21951.7000000006 42023.1000000052 21306.3000000007 74999.8999999896 120048 662827
SLiM_07_sum.txt_boot_007.txt 0.1 0.1045 0.2978 0.4977 0.6976 0.8932 22365.4206349219 30935.8750000111 21665.35873016 29665.5988095282 21184.2888888891 33173.9805555577 21996.1968253971 42739.1067460353 21321.5865079363 75156.3992063509 120097 663071
SLiM_07_sum.txt_boot_007.txt 0.25 0.1054 0.2974 0.4974 0.6974 0.892 22355.1357142861 30982.1464285659 21663.6499999997 29622.7690476178 21091.6710317462 33094.1873015871 22095.3972222223 42470.3448412692 21108.6452380954 74318.6158730124 120217 663536
SLiM_07_sum.txt_boot_007.txt 0.5 0.1081 0.2959 0.4959 0.6959 0.8878 22414.8404761879 31054.5845238059 21421.4202380943 29946.3797619031 21412.6071428569 32862.8440476186 21682.3154761902 42285.7952380953 21415.4476190476 70693.4023809523 120521 664859
SLiM_07_sum.txt_boot_007.txt 0.75 0.1168 0.2921 0.492 0.6919 0.8752 22275.2666666669 31212.2500000008 21420.3000000003 29882.8666666675 21209.65 32812.7333333331 21721.2833333333 41214.2166666669 21125.7500000001 62430.4499999995 121488 668401
SLiM_07_sum.txt_boot_007.txt 0.9 0.1431 0.3065 0.4977 0.6889 0.8546 8576.5 11996.8333333333 8239 11594.5 8333.16666666667 12950 8437.5 15713.3333333333 8048 21210.5 125591 677741
SLiM_07_sum.txt_boot_008.txt 0 0.1 0.29 0.49 0.69 0.89 22619.5555555566 31209.4444444718 21874.6000000011 29595.8999999979 21058.2000000011 32799.3999999989 22103.0000000005 41930.100000005 21577.4000000006 75093.3999999894 120403 662833
SLiM_07_sum.txt_boot_008.txt 0.1 0.1045 0.2978 0.4977 0.6976 0.8932 22566.4206349219 31229.7341269954 21775.0261904775 29616.7142857186 21069.8448412701 32855.0523809545 22283.1869047623 42726.5785714318 21555.0059523808 75354.1686507954 120440 663072
SLiM_07_sum.txt_boot_008.txt 0.25 0.1054 0.2974 0.4973 0.6973 0.892 22577.4123015876 31102.5595238036 21725.293253968 29631.0527777766 21267.015873016 33167.283333333 22118.9884920636 42645.9666666659 21591.7873015875 74107.0476190444 120536 663503
SLiM_07_sum.txt_boot_008.txt 0.5 0.1081 0.2959 0.4959 0.696 0.8878 22520.597619045 31244.4785714247 21780.1726190465 29674.7142857126 21456.4714285712 32926.3095238092 22008.7833333331 42453.5571428575 21484.4833333333 70567.9119047617 120869 664857
SLiM_07_sum.txt_boot_008.txt 0.75 0.1166 0.2919 0.4919 0.692 0.8753 22232.2000000002 31300.1666666676 21980.4500000005 29693.2000000008 21061.3666666666 32728.7499999999 21675.5166666666 41386.2500000001 21378 62120.5499999996 121843 668364
SLiM_07_sum.txt_boot_008.txt 0.9 0.1433 0.3066 0.4977 0.6889 0.8545 8517.66666666667 11780.1666666667 8430.83333333333 11571.3333333333 8423.33333333333 12977.5 8479.83333333333 15976 8409.5 21708.3333333333 126022 677737
SLiM_07_sum.txt_boot_009.txt 0 0.1 0.29 0.49 0.69 0.89 22618.2222222231 30969.6666666942 21739.2000000011 29191.5999999978 21561.6000000011 32770.8999999989 21316.6000000006 42448.4000000057 21493.4000000005 73289.899999992 120315 662443
SLiM_07_sum.txt_boot_009.txt 0.1 0.1045 0.2978 0.4977 0.6976 0.8932 22517.8690476201 30936.6944444557 21746.2928571441 29315.5468254009 21359.433730159 32791.6261904783 21567.304761905 43298.7507936543 21450.5242063491 73318.0055555574 120366 662693
SLiM_07_sum.txt_boot_009.txt 0.25 0.1054 0.2973 0.4973 0.6973 0.8919 22505.5269841273 31001.0964285654 21830.5178571426 29018.8293650782 21339.0996031747 33184.3678571425 21351.5198412698 42806.39563492 21712.4984126987 72604.7428571403 120464 663114
SLiM_07_sum.txt_boot_009.txt 0.5 0.1081 0.2959 0.4959 0.6959 0.8878 22483.9119047594 31126.7428571391 21814.2904761896 29425.7761904747 21382.814285714 32980.109523809 21687.8047619045 42228.9130952384 21412.2714285714 68883.3976190477 120763 664496
SLiM_07_sum.txt_boot_009.txt 0.75 0.1168 0.292 0.492 0.692 0.8752 22292.6166666669 31238.7333333342 21503.4833333338 29324.8500000008 21578.9 32845.7999999999 21060.15 41164.4833333334 21204.1666666667 60925.2166666662 121761 667896
SLiM_07_sum.txt_boot_009.txt 0.9 0.1431 0.3065 0.4975 0.6886 0.8545 8638.66666666667 12076.1666666667 8450.33333333333 11600.5 8415.16666666667 12811.6666666667 7927.33333333333 15589 8510.5 20914.3333333333 125701 677052
SLiM_07_sum.txt_boot_010.txt 0 0.1 0.29 0.49 0.69 0.89 22767.6666666678 30984.4444444719 21898.2000000012 29273.3999999975 21295.3000000011 32771.8999999988 21396.6000000007 41924.1000000049 21230.6000000006 73424.9999999918 120058 663659
SLiM_07_sum.txt_boot_010.txt 0.1 0.1045 0.2978 0.4977 0.6976 0.8932 22670.7440476203 30902.7579365188 21930.2805555569 29389.1269841311 21152.604761905 32972.7547619068 21379.7015873018 42614.8214285745 21311.8019841268 73517.5468253986 120119 663893
SLiM_07_sum.txt_boot_010.txt 0.25 0.1054 0.2973 0.4973 0.6973 0.892 22691.4634920638 30939.4789682483 21881.5884920632 29274.0079365067 21212.3900793652 33117.0444444441 21414.436904762 42111.4515873008 21317.4496031748 72769.8007936483 120206 664350
SLiM_07_sum.txt_boot_010.txt 0.5 0.1082 0.296 0.496 0.6959 0.8878 22654.5690476164 30894.2404761867 21914.6738095228 29546.2488095223 21334.4773809522 32800.4595238091 21498.0916666665 42465.3357142858 21044.2154761904 69209.2261904764 120521 665636
SLiM_07_sum.txt_boot_010.txt 0.75 0.1167 0.2919 0.4918 0.6917 0.8751 22592.966666667 31096.7500000008 21823.8333333338 29543.4500000006 21472.8833333334 32221.8499999998 21188.5166666667 41058.4500000001 21159.55 61327.5333333329 121437 669133
SLiM_07_sum.txt_boot_010.txt 0.9 0.143 0.3063 0.4978 0.6892 0.8548 8644 12133.5 8456.16666666667 11643.8333333333 8244.5 12620.1666666667 8232.33333333333 15784 7992.66666666667 21024.5 125585 678347
SLiM_07_sum.txt_boot_011.txt 0 0.1 0.29 0.49 0.69 0.89 22557.4444444454 31164.6666666942 21907.8000000011 29284.7999999978 21007.1000000012 32539.8999999989 21627.7000000006 42306.9000000055 21143.4000000006 73658.1999999913 120114 663365
SLiM_07_sum.txt_boot_011.txt 0.1 0.1045 0.2978 0.4977 0.6977 0.8932 22512.6646825409 31070.3373015985 21824.8400793663 29360.6222222264 20990.2742063494 32689.7015873036 21825.4309523812 43019.1920634954 21122.0611111109 73977.099206351 120150 663576
SLiM_07_sum.txt_boot_011.txt 0.25 0.1054 0.2973 0.4973 0.6973 0.8919 22621.2746031748 31275.5587301529 21727.8738095236 29238.499206348 20933.0142857144 32438.8115079362 21722.9456349208 43314.7956349198 21121.2599206351 72576.8408730135 120270 664064
SLiM_07_sum.txt_boot_011.txt 0.5 0.1082 0.296 0.496 0.6959 0.8878 22593.6904761878 31340.9642857105 21543.4797619038 29307.5130952367 21233.9107142855 32374.0964285709 21944.7595238093 43045.5547619049 20713.5619047618 69196.9238095238 120595 665393
SLiM_07_sum.txt_boot_011.txt 0.75 0.1168 0.292 0.4919 0.6918 0.8751 22518.1166666669 31114.8000000009 21639.4833333338 29556.9833333341 20914.7333333332 32355.1833333332 21832.3 41500.3666666667 21185.3500000001 61536.6999999995 121464 668782
SLiM_07_sum.txt_boot_011.txt 0.9 0.1431 0.3064 0.4976 0.6889 0.8545 8686.33333333333 12151.8333333333 8447.5 11517.6666666667 8459.83333333333 12528.3333333333 8181.5 15498.6666666667 8182 20534 125611 678299
SLiM_07_sum.txt_boot_012.txt 0 0.1 0.29 0.49 0.69 0.89 22613.0000000009 31130.0000000274 21778.4000000012 29311.3999999978 21378.2000000011 33195.5999999989 21681.6000000006 41378.8000000044 21505.9000000005 74454.1999999897 120250 662789
SLiM_07_sum.txt_boot_012.txt 0.1 0.1045 0.2978 0.4977 0.6976 0.8932 22512.396825398 31127.0952381067 21781.0587301601 29424.8305555599 21327.6384920638 33230.5777777802 21794.504761905 42020.3793650827 21499.1892857142 74782.4722222244 120295 663024
SLiM_07_sum.txt_boot_012.txt 0.25 0.1054 0.2973 0.4973 0.6973 0.892 22546.7519841274 31094.650793645 21838.6392857139 29540.1884920622 21304.0075396827 33123.7626984123 21630.2380952382 41590.2480158724 21454.8257936509 73892.2793650765 120409 663507
SLiM_07_sum.txt_boot_012.txt 0.5 0.1081 0.2959 0.4959 0.6959 0.8878 22518.9119047593 31296.3142857105 21708.4440476181 29594.2023809509 21566.1226190472 33023.2785714282 21752.295238095 41745.9559523811 21310.3523809523 70167.4928571428 120719 664822
SLiM_07_sum.txt_boot_012.txt 0.75 0.1167 0.2919 0.4919 0.6919 0.8752 22630.0333333336 31254.233333334 21537.2000000004 29929.1333333341 21170.1999999999 32495.2833333333 21871.7833333333 41376.0166666668 21556.5833333334 61967.9666666661 121659 668206
SLiM_07_sum.txt_boot_012.txt 0.9 0.1434 0.3067 0.4978 0.6889 0.8544 8741.5 11972 8421.83333333333 11511.5 8284.66666666667 12781 8134.33333333333 15512.1666666667 7993.5 20680.6666666667 125853 677653
SLiM_07_sum.txt_boot_013.txt 0 0.1 0.29 0.49 0.69 0.89 22440.4444444457 31012.2222222497 21752.700000001 29213.7999999978 21112.4000000011 32793.0999999988 21110.4000000007 42541.0000000056 21620.5000000006 74560.79999999 120689 661783
SLiM_07_sum.txt_boot_013.txt 0.1 0.1045 0.2978 0.4977 0.6977 0.8932 22392.8154761918 31032.1626984238 21745.266666668 29326.3107142901 21101.4912698414 32882.7198412719 21204.7904761907 43161.9253968288 21606.4218253966 74924.2019841289 120731 661997
SLiM_07_sum.txt_boot_013.txt 0.25 0.1054 0.2973 0.4973 0.6973 0.892 22413.5698412702 31074.0261904706 21676.3134920631 29208.3730158719 20994.8686507937 33038.8218253965 21305.9400793651 43031.0960317453 21498.7547619049 73540.465873013 120858 662484
SLiM_07_sum.txt_boot_013.txt 0.5 0.1081 0.296 0.4959 0.6959 0.8878 22574.3535714259 30968.4023809487 21518.0547619037 29446.2821428557 21143.452380952 33104.16547619 21209.8976190473 42365.2440476191 21430.1547619047 70209.4333333332 121153 663891
SLiM_07_sum.txt_boot_013.txt 0.75 0.1166 0.2919 0.4919 0.6919 0.8753 22316.7666666668 31513.8500000008 21437.4500000005 29377.8666666673 21197.1333333333 32585.9666666666 21063.7 41790.9833333334 21258.9666666668 61391.4833333328 122146 667329
SLiM_07_sum.txt_boot_013.txt 0.9 0.1433 0.3067 0.4977 0.6888 0.8544 8710.5 12012.5 8303 11413.8333333333 8050.83333333333 12822 8294.5 15476.1666666667 7996.66666666667 21049.8333333333 126232 676644
SLiM_07_sum.txt_boot_014.txt 0 0.1 0.29 0.49 0.69 0.89 22648.1111111122 30850.4444444716 21960.000000001 29521.2999999978 21545.7000000012 32633.2999999988 21595.7000000007 41924.7000000052 21857.9000000006 73362.7999999918 120189 662050
SLiM_07_sum.txt_boot_014.txt 0.1 0.1045 0.2978 0.4977 0.6976 0.8932 22606.7500000014 30774.6210317573 21995.7543650808 29655.6960317504 21386.0130952383 32752.9964285735 21743.8809523812 42537.7071428604 21789.6888888888 73673.0805555577 120249 662268
SLiM_07_sum.txt_boot_014.txt 0.25 0.1054 0.2974 0.4974 0.6974 0.892 22590.0226190481 30881.259523804 21982.5690476187 29444.4547619036 21524.3912698414 32793.1611111108 21637.0654761906 42636.6634920629 21864.5543650796 72322.6781746008 120343 662754
SLiM_07_sum.txt_boot_014.txt 0.5 0.1081 0.2959 0.496 0.696 0.8878 22742.6619047593 30932.5952380915 21901.7035714274 29604.8178571416 21486.8011904759 32570.7130952374 21625.1999999997 42312.3011904763 21678.5416666666 69253.2595238097 120705 664048
SLiM_07_sum.txt_boot_014.txt 0.75 0.1167 0.292 0.4919 0.6918 0.8752 22535.6500000002 31196.7166666674 21642.9833333338 29289.7500000008 21724.6333333333 32595.8833333331 21166.2166666667 41517.4666666668 21250.9833333334 61116.4999999996 121674 667460
SLiM_07_sum.txt_boot_014.txt 0.9 0.1432 0.3065 0.4977 0.6889 0.8545 8789.5 12091.1666666667 8359.5 11458.8333333333 8092.5 12573.5 8285 15142.3333333333 8389.5 20986 125807 676705
SLiM_07_sum.txt_boot_015.txt 0 0.1 0.29 0.49 0.69 0.89 22329.7777777784 31157.2222222497 21828.5000000012 29439.4999999979 20860.3000000011 32963.7999999988 21556.1000000008 42604.0000000059 21493.7000000006 74799.5999999898 120508 662610
SLiM_07_sum.txt_boot_015.txt 0.1 0.1045 0.2978 0.4977 0.6977 0.8932 22319.4682539694 31088.4801587417 21610.4630952394 29470.1174603218 20947.6595238098 33166.8174603198 21579.5694444447 43517.0869047655 21574.1035714284 74820.7781746051 120569 662849
SLiM_07_sum.txt_boot_015.txt 0.25 0.1054 0.2973 0.4973 0.6973 0.8919 22269.9123015878 31070.4353174546 21616.9186507934 29631.9420634908 20872.0234126985 32992.4289682535 21785.5408730159 43255.0019841262 21478.4067460319 73590.884126981 120658 663336
SLiM_07_sum.txt_boot_015.txt 0.5 0.1081 0.2959 0.4959 0.696 0.8878 22350.9928571404 31167.9619047583 21601.0309523799 29717.7452380934 21101.2988095235 33285.2119047614 21592.3916666664 42534.9916666667 21504.2619047618 70781.8809523807 120949 664616
SLiM_07_sum.txt_boot_015.txt 0.75 0.1167 0.292 0.4919 0.6918 0.8752 22361.5166666669 31156.1333333342 21198.0500000005 29922.2333333341 21333.9833333333 32623.0833333332 21201.75 41386.0833333334 21243.1 62624.9333333327 121942 668133
SLiM_07_sum.txt_boot_015.txt 0.9 0.1432 0.3065 0.4978 0.6891 0.8546 8461.5 12018.1666666667 8464.16666666667 11755.3333333333 8299.83333333333 12797 8217.33333333333 15439.3333333333 7953.83333333333 21402.5 125895 677648
SLiM_07_sum.txt_boot_016.txt 0 0.1 0.29 0.49 0.69 0.89 22345.0000000007 30768.7777778048 21707.2000000012 29154.6999999977 20787.200000001 33111.999999999 21436.8000000006 42249.2000000053 20961.1000000006 74797.3999999894 119732 662990
SLiM_07_sum.txt_boot_016.txt 0.1 0.1045 0.2978 0.4977 0.6977 0.8932 22325.6210317471 30696.9246031859 21573.8261904774 29288.6067460359 20966.0031746034 33177.8503968276 21438.7031746034 42882.3000000034 20916.5968253966 75001.259126986 119772 663241
SLiM_07_sum.txt_boot_016.txt 0.25 0.1054 0.2974 0.4973 0.6973 0.892 22296.8587301592 30786.5730158672 21625.5392857139 29033.7714285701 20768.1420634922 33495.3234126979 21452.3051587302 42825.638492063 21055.7436507938 73453.7781746004 119856 663743
SLiM_07_sum.txt_boot_016.txt 0.5 0.1081 0.2959 0.4959 0.696 0.8878 22379.5619047593 30856.904761901 21581.0071428561 29533.9309523795 21194.2869047615 32865.719444444 21174.1845238093 42437.8785714287 20765.4 70646.2095238096 120207 665007
SLiM_07_sum.txt_boot_016.txt 0.75 0.1167 0.2919 0.4918 0.6917 0.8751 22071.5000000002 30970.9333333341 21326.5833333337 29357.2500000007 21229.5333333333 32624.1999999999 21078.9166666666 41299.6166666668 20984.0833333334 62822.0999999995 121121 668451
SLiM_07_sum.txt_boot_016.txt 0.9 0.143 0.3063 0.4977 0.6891 0.8547 8397.5 12077 8271.66666666667 11686.3333333333 8009.16666666667 12799.25 8062.66666666667 15542.6666666667 8433.5 21187.3333333333 125139 677835
SLiM_07_sum.txt_boot_017.txt 0 0.1 0.29 0.49 0.69 0.89 22483.0000000009 31143.7777778052 21828.2000000013 29298.2999999978 21318.1000000011 32488.3999999989 21473.1000000006 42254.2000000053 21617.9000000006 74166.6999999905 120424 663203
SLiM_07_sum.txt_boot_017.txt 0.1 0.1045 0.2978 0.4977 0.6976 0.8932 22465.8313492076 31095.4761904874 21702.4619047632 29375.3464285755 21319.1345238098 32784.1928571448 21500.0281746034 42656.5055555588 21567.1027777777 74549.0567460336 120495 663429
SLiM_07_sum.txt_boot_017.txt 0.25 0.1054 0.2973 0.4973 0.6973 0.892 22429.9884920639 31156.2626984071 21657.4369047617 29320.5138888877 21511.8523809525 32813.6876984123 21452.1111111111 42626.0325396819 21610.6503968255 73325.7817460291 120572 663903
